Energy_Consumption_kWh/km,Speed_kmh,Slope_%,Temperature_C,Road_Type,Humidity_%,Wind_Speed_ms,Weather_Condition,Traffic_Condition
0.254,120.9,-1.6,31.4,2,75.2,9.4,0,1
0.342,63.1,11.4,0.7,0,95.5,5.3,2,1
0.31,112.9,9.6,-14.6,0,76.9,5.9,0,0
0.227,20.0,-7.0,-11.9,0,22.7,7.4,0,1
0.28,38.5,2.0,-4.2,2,61.7,14.5,0,2
0.19,23.3,-6.4,29.7,0,54.1,1.3,0,1
0.233,56.1,7.8,38.6,2,27.8,1.3,0,0
0.196,119.9,-0.5,24.4,1,98.7,0.2,0,1
0.4,30.7,10.2,-5.9,2,59.7,2.5,3,2
0.239,86.7,-6.9,32.6,0,91.7,12.9,0,2
0.246,69.7,6.7,29.6,0,45.0,9.0,1,0
0.223,123.2,-0.0,31.7,2,87.4,0.1,2,0
0.244,33.5,-2.6,-5.0,1,24.0,7.5,1,2
0.302,43.3,2.3,13.4,0,46.5,9.7,2,2
0.231,23.2,1.7,19.4,0,30.3,13.7,0,0
0.172,67.7,-1.0,22.3,0,61.1,4.3,0,0
0.209,50.6,5.0,22.7,1,80.0,0.1,0,1
0.401,115.7,5.2,-14.3,0,78.5,14.3,3,1
0.174,86.5,-6.5,37.8,0,65.4,0.8,0,1
0.241,87.5,3.9,16.9,1,79.6,6.1,2,0
0.345,78.5,6.2,-4.3,0,86.2,11.3,2,2
0.17,30.1,-6.5,27.1,1,30.2,10.6,0,1
0.266,69.0,5.2,-12.0,2,58.6,13.8,1,0
0.363,129.9,8.1,-5.9,0,96.8,4.3,1,2
0.278,111.9,8.6,6.8,1,74.5,14.3,0,0
0.234,118.3,-7.2,16.0,1,76.3,4.3,2,1
0.281,110.6,5.9,8.0,0,95.9,6.7,0,1
0.319,31.3,7.9,1.7,1,33.7,13.5,0,2
0.258,45.0,-0.1,25.5,2,59.3,11.0,3,0
0.321,20.3,2.9,-14.6,2,47.7,3.2,2,1
0.253,53.4,-2.7,22.3,0,85.2,11.4,3,0
0.213,31.9,-1.8,37.2,0,99.2,0.8,2,0
0.264,72.0,2.0,-6.7,0,37.8,1.7,2,0
0.166,94.5,-5.0,32.1,2,55.6,2.1,0,0
0.273,116.2,-0.6,-4.8,1,63.5,6.9,1,2
0.211,102.4,-2.0,8.1,1,94.1,4.4,0,1
0.207,123.2,-3.2,38.6,1,34.1,4.3,1,1
0.198,25.9,1.7,28.3,0,32.5,1.9,1,0
0.317,21.3,8.8,4.8,0,72.9,9.5,1,1
0.232,92.7,-3.2,4.2,0,95.9,5.5,2,0
0.255,51.8,5.2,2.7,1,88.2,0.9,0,2
0.19,47.9,-2.9,4.9,2,28.4,4.9,0,0
0.203,56.4,-5.2,38.7,2,68.0,10.1,0,1
0.258,49.7,10.9,3.7,2,66.9,1.5,0,0
0.312,76.3,4.7,9.5,0,59.9,7.8,1,2
0.237,68.4,-5.9,-3.3,2,35.8,5.1,0,2
0.26,76.4,4.7,20.1,0,79.0,12.7,1,1
0.222,94.0,-4.5,30.8,2,27.8,10.9,0,1
0.332,62.6,9.8,0.7,2,77.1,4.5,3,0
0.227,47.6,-3.1,-3.3,2,53.0,11.7,0,1
0.292,38.3,8.1,9.8,2,68.5,7.0,1,1
0.17,58.4,-4.0,22.7,0,81.0,5.8,0,0
0.235,101.6,3.2,7.4,0,33.5,10.3,0,0
0.351,103.2,10.2,-6.9,0,43.6,14.6,0,1
0.253,93.4,-2.1,-5.1,0,46.5,5.4,2,0
0.19,45.7,-6.4,0.8,0,74.3,6.4,0,0
0.263,84.7,3.1,30.9,0,44.3,14.0,2,0
0.187,82.8,-4.6,13.0,0,98.6,0.9,0,1
0.237,73.3,6.6,17.3,0,44.8,7.1,0,0
0.229,80.5,3.8,-3.9,1,96.1,2.9,0,0
0.175,74.1,-1.1,21.0,0,59.2,3.9,0,0
0.296,82.2,6.1,31.1,1,27.3,6.8,2,2
0.274,98.7,-3.2,-4.0,2,50.6,9.2,2,1
0.293,32.1,10.3,-11.8,2,23.2,3.6,0,0
0.186,102.5,-1.1,21.5,2,49.1,8.8,0,0
0.254,34.9,7.3,29.9,0,51.7,5.5,0,0
0.182,27.3,-2.8,22.6,2,20.6,8.8,0,0
0.284,127.4,6.3,8.6,0,37.0,2.1,0,1
0.215,125.3,-7.4,20.9,1,62.5,14.1,1,0
0.161,26.6,-2.1,39.8,1,89.2,9.2,0,0
0.169,68.8,-6.1,19.3,0,90.5,0.5,0,1
0.211,40.5,1.0,14.0,1,88.9,10.3,0,1
0.226,73.4,0.7,14.7,0,89.1,8.8,2,0
0.222,111.3,-0.8,10.8,2,44.3,6.4,0,1
0.275,124.6,11.6,22.8,1,33.6,8.1,0,0
0.213,89.8,-3.1,31.5,2,59.8,9.6,1,1
0.28,58.9,7.8,24.6,1,56.7,5.7,0,2
0.317,86.4,0.9,-2.6,0,40.9,14.9,2,2
0.173,54.3,-1.3,5.2,0,22.2,3.7,0,0
0.217,120.1,-3.9,17.5,0,88.8,1.7,0,1
0.287,115.7,4.7,39.6,2,36.7,3.9,2,1
0.237,81.4,-1.3,-11.2,0,91.2,2.5,0,0
0.29,55.7,8.3,-4.6,0,52.3,4.9,1,1
0.272,52.3,11.4,27.6,1,44.6,8.9,1,0
0.203,23.7,-3.5,-4.4,1,78.0,12.6,0,0
0.188,109.7,-5.4,22.0,0,55.7,2.1,1,0
0.209,69.5,-1.7,39.7,0,68.6,5.5,1,1
0.214,55.8,1.3,20.2,0,87.1,2.7,0,1
0.195,71.8,-2.0,11.3,2,95.9,8.8,0,1
0.318,110.1,11.4,30.8,2,96.6,10.9,0,1
0.233,33.7,7.6,27.4,1,85.0,7.0,0,0
0.349,114.3,11.3,24.1,2,89.3,0.1,2,2
0.242,118.7,-0.5,-8.6,1,97.5,12.9,2,0
0.221,124.1,-1.9,19.7,0,79.3,14.3,0,0
0.269,63.7,0.1,-14.3,2,49.4,5.0,0,2
0.217,43.9,2.5,-11.9,1,68.3,6.4,0,0
0.303,61.1,6.8,-12.9,2,48.6,3.5,0,1
0.265,56.6,9.6,-9.0,1,93.3,3.5,0,0
0.271,39.4,1.3,8.8,0,98.6,14.0,2,1
0.223,86.8,-2.2,37.0,2,97.4,8.2,0,2
0.332,72.4,-1.6,-10.9,1,70.3,11.8,3,2
0.244,115.2,5.9,24.7,0,94.8,11.8,0,0
0.246,23.5,3.4,12.9,2,60.1,6.6,0,1
0.269,90.8,1.7,0.2,2,20.3,1.9,2,1
0.191,103.9,-3.9,2.4,0,24.5,0.3,1,0
0.36,103.5,9.5,-13.7,0,59.7,4.0,2,1
0.312,117.5,7.6,23.5,0,36.7,4.5,2,1
0.24,100.2,-5.2,-9.5,0,57.8,4.3,0,1
0.302,122.1,-0.7,-13.1,2,45.1,5.2,2,1
0.212,56.6,2.8,10.8,0,27.3,0.4,0,1
0.217,75.4,1.1,11.3,0,33.3,8.6,1,0
0.165,21.5,-0.0,21.0,1,95.6,3.6,0,0
0.28,20.8,6.4,23.9,0,21.7,10.7,2,0
0.126,46.4,-6.9,13.0,1,36.1,2.8,0,0
0.227,31.1,1.4,23.9,0,28.7,2.8,1,1
0.215,48.6,-2.8,-1.2,0,93.9,14.5,0,0
0.27,39.5,-6.3,-7.1,1,88.3,10.5,2,2
0.252,23.1,1.3,36.2,1,33.7,5.8,0,2
0.261,120.0,-4.6,5.5,0,43.4,0.1,1,2
0.261,20.9,-2.8,-10.0,2,34.0,9.8,0,2
0.271,101.0,2.1,30.5,0,82.7,4.5,0,2
0.318,36.7,11.5,18.7,0,69.3,3.2,2,0
0.282,120.3,5.7,17.6,2,44.2,12.2,1,0
0.246,118.2,-2.4,-7.7,2,99.6,2.8,0,1
0.182,91.9,-0.4,26.7,2,55.3,4.6,0,1
0.232,93.9,0.1,-3.8,1,90.6,10.2,1,0
0.259,20.6,-4.9,-12.7,2,34.5,10.7,2,0
0.236,128.3,-4.8,-6.1,2,33.9,1.6,1,0
0.271,116.6,-5.0,23.5,0,86.6,14.8,2,1
0.247,118.5,2.4,28.5,1,38.3,10.6,0,0
0.283,92.5,5.5,-1.4,0,30.1,2.2,2,0
0.285,57.9,3.8,2.3,2,92.6,5.7,1,2
0.364,118.3,11.6,-6.0,2,83.2,12.5,2,0
0.169,52.1,-5.5,9.9,1,36.5,1.6,1,0
0.329,81.9,11.7,-2.9,0,97.2,0.2,2,0
0.195,31.0,1.3,39.1,0,62.9,4.1,0,0
0.19,121.4,-3.6,27.2,1,50.7,13.0,0,0
0.328,35.5,10.9,17.8,2,31.5,5.7,1,2
0.218,44.7,1.4,24.7,1,69.9,8.5,0,1
0.265,81.4,-1.1,-5.8,2,55.9,0.1,3,0
0.158,104.1,-3.7,25.9,1,32.9,1.0,0,0
0.231,88.1,-2.6,4.0,1,53.3,10.3,1,1
0.277,45.5,11.6,10.8,0,45.6,2.8,0,0
0.18,20.1,-1.9,33.7,0,98.5,7.1,0,0
0.285,103.3,11.6,36.9,1,43.2,9.2,0,0
0.265,128.4,-1.4,27.3,0,35.5,13.7,2,1
0.212,109.1,-3.4,27.2,2,98.4,5.2,0,1
0.177,70.6,-4.3,25.9,1,37.8,0.2,1,1
0.262,119.4,0.2,19.5,0,60.8,11.4,2,0
0.32,65.1,-3.3,-4.2,2,98.0,0.9,3,2
0.219,77.7,5.9,17.4,1,28.3,1.6,1,0
0.253,72.5,-3.2,-11.9,0,33.3,1.3,0,2
0.373,69.2,8.7,-13.3,0,75.3,14.6,0,2
0.304,105.3,8.7,31.1,0,84.8,4.9,2,0
0.215,77.9,-2.3,14.7,0,47.0,5.9,2,1
0.274,54.8,7.1,-14.1,1,78.6,2.2,0,0
0.316,48.4,9.2,-0.0,2,71.6,12.3,2,1
0.318,24.2,3.8,22.6,0,34.3,6.1,2,2
0.193,84.2,-0.7,36.7,0,38.6,13.4,0,0
0.191,45.3,0.8,31.4,0,98.8,9.9,0,0
0.254,36.3,7.7,9.5,2,68.0,1.5,0,0
0.248,91.9,-2.1,0.7,0,77.7,11.2,2,0
0.183,94.9,-1.3,2.1,1,20.0,4.7,0,0
0.147,102.7,-4.8,25.3,1,60.9,3.8,0,0
0.205,75.4,-0.0,29.2,0,63.5,3.0,0,1
0.23,118.3,-6.3,5.1,0,43.8,8.8,1,1
0.238,123.0,-1.6,19.3,2,65.4,9.4,1,1
0.239,108.8,-0.5,26.0,2,56.7,1.6,0,2
0.219,89.9,-2.9,31.5,2,70.5,3.9,2,0
0.162,53.4,-6.0,20.3,1,66.5,8.5,1,1
0.229,128.1,2.4,32.5,1,25.8,3.0,0,0
0.293,50.2,9.3,0.5,2,88.0,2.8,0,1
0.2,42.3,-1.3,23.4,2,35.2,8.2,1,1
0.238,68.6,-3.3,7.1,0,45.7,14.9,0,1
0.17,26.3,-2.3,36.1,1,74.4,8.3,1,0
0.357,127.6,9.2,-3.0,0,82.4,5.2,1,1
0.316,84.7,2.6,28.3,2,20.7,0.0,3,2
0.183,81.3,-5.4,36.2,2,41.3,2.4,0,1
0.277,92.1,6.2,22.5,0,81.2,5.5,0,2
0.208,74.7,-4.9,28.4,0,73.8,11.4,0,1
0.257,23.5,-6.8,33.7,1,69.8,8.4,2,2
0.21,87.4,-2.9,2.0,0,88.2,10.8,0,0
0.287,98.8,-4.6,-8.2,0,26.3,10.8,1,2
0.226,65.8,4.1,36.5,0,68.6,8.7,0,0
0.286,103.3,1.7,-12.9,0,82.6,1.2,0,2
0.318,45.0,6.5,11.7,0,36.3,10.9,1,2
0.248,44.3,2.2,2.7,0,96.8,11.0,1,0
0.217,37.8,0.4,15.5,2,59.4,6.2,1,1
0.321,60.9,2.5,39.4,2,66.2,12.6,3,1
0.232,113.2,0.7,-12.5,2,74.4,13.3,0,0
0.217,111.1,-7.3,27.3,0,25.7,11.0,0,1
0.288,62.1,5.6,-13.6,0,21.3,2.4,0,1
0.339,84.8,11.2,-0.6,0,28.8,11.6,0,1
0.221,99.3,0.4,23.8,1,53.4,13.5,0,2
0.272,46.5,0.5,0.1,0,31.1,13.1,1,1
0.167,38.5,-7.1,18.6,2,49.6,13.8,0,0
0.384,126.9,9.8,38.2,2,43.2,13.3,0,2
0.363,87.9,10.6,33.1,0,55.0,10.3,3,0
0.335,128.0,8.3,31.0,1,66.6,11.2,2,1
0.183,57.2,-5.9,-4.4,2,30.8,1.1,0,0
0.382,97.3,10.0,-0.1,1,43.4,0.4,3,2
0.214,44.5,-7.5,28.3,2,22.6,13.5,2,0
0.176,48.7,0.9,25.2,1,47.2,0.1,0,1
0.243,76.3,2.0,1.0,2,41.3,7.6,1,0
0.305,55.2,8.7,8.6,0,91.8,11.3,1,2
0.246,38.4,7.0,20.7,1,35.1,8.0,1,0
0.271,48.9,7.9,13.9,2,74.2,12.9,1,0
0.278,23.9,9.4,10.1,2,84.8,13.8,0,0
0.303,97.5,1.5,-9.5,0,68.8,4.6,2,1
0.301,74.1,7.6,8.9,0,58.1,8.3,0,2
0.186,30.4,-6.6,39.6,2,29.9,0.4,2,0
0.211,38.9,0.9,3.8,2,74.1,6.1,0,1
0.15,31.3,-7.4,23.2,1,65.0,11.5,0,0
0.274,87.4,10.3,12.8,1,71.5,3.0,1,1
0.306,30.4,11.2,28.7,2,89.2,10.7,0,1
0.179,103.0,-6.3,26.2,1,89.8,0.8,0,1
0.281,22.3,2.7,36.9,0,61.4,11.5,2,1
0.228,47.4,-1.5,20.8,1,62.7,4.9,0,2
0.231,118.0,-1.1,37.1,2,40.5,14.2,2,0
0.307,99.0,1.0,-12.7,0,83.2,14.9,2,0
0.154,28.0,-5.5,7.4,1,55.2,0.0,0,0
0.202,110.3,-4.4,22.1,0,64.4,7.0,0,0
0.268,74.2,3.5,11.4,2,62.4,6.6,0,2
0.266,113.1,-7.6,36.3,0,58.0,5.2,2,2
0.301,86.1,4.0,-7.3,2,44.8,5.4,2,2
0.205,95.0,-1.6,11.4,1,45.2,7.1,1,1
0.338,129.3,8.6,32.1,2,48.0,8.2,3,0
0.232,45.6,4.0,26.7,1,38.6,4.4,2,0
0.241,88.6,6.2,28.5,1,94.8,10.4,0,1
0.207,70.6,-5.7,10.4,2,82.9,14.0,0,1
0.232,24.3,-2.7,3.6,0,65.1,3.7,1,1
0.341,21.6,11.9,12.8,0,92.2,8.8,2,1
0.259,33.1,0.7,-3.9,0,23.6,5.3,2,0
0.205,91.4,-0.8,20.3,1,72.6,8.1,0,1
0.29,82.4,9.5,28.3,1,94.6,12.0,1,2
0.185,80.9,-7.3,-11.1,1,24.3,0.2,1,0
0.308,23.5,2.7,17.9,2,47.3,1.4,3,1
0.236,71.6,-3.8,16.6,1,88.8,14.3,1,2
0.229,121.7,-0.6,-0.5,1,56.4,3.2,0,0
0.21,63.7,-4.0,39.7,0,71.0,7.2,0,1
0.231,88.7,-7.2,12.5,0,62.0,12.0,1,1
0.261,105.8,0.3,33.8,2,71.7,0.3,2,2
0.35,106.2,7.8,-4.5,0,65.2,6.5,1,2
0.284,77.1,11.0,26.2,1,66.0,2.0,2,1
0.336,114.4,4.5,-10.6,2,74.3,11.1,2,1
0.245,63.1,-0.2,-11.3,0,24.1,3.2,0,1
0.312,117.8,7.4,-4.4,0,43.4,5.2,0,1
0.24,46.4,2.1,25.6,0,26.5,9.7,2,0
0.194,50.8,-0.6,39.8,2,47.9,5.7,1,0
0.183,25.8,-4.4,29.6,2,72.0,3.1,1,1
0.322,107.5,7.9,8.4,2,82.8,12.8,0,1
0.21,65.9,2.0,20.4,2,96.5,9.4,1,0
0.356,45.2,11.3,11.1,0,31.8,11.4,2,1
0.335,45.5,8.0,-1.4,2,63.0,14.3,2,1
0.206,119.2,0.4,18.9,1,78.2,7.9,1,1
0.324,111.7,6.8,14.1,0,94.6,11.4,1,2
0.153,80.9,1.1,14.6,1,26.4,10.8,0,0
0.205,87.8,-6.4,-11.5,2,69.0,7.2,0,0
0.272,72.2,2.3,-8.3,1,81.8,11.8,2,1
0.323,63.1,9.3,12.5,2,81.8,13.9,2,1
0.321,120.7,9.1,4.7,2,56.1,5.9,2,0
0.239,33.8,3.5,8.4,0,88.5,1.7,0,1
0.181,66.0,-0.4,6.5,2,51.5,5.5,1,0
0.166,57.9,-7.8,24.1,1,84.1,7.0,0,1
0.212,74.8,-1.8,-5.2,1,67.8,13.7,0,1
0.35,70.3,11.8,36.8,0,35.0,6.3,1,2
0.311,77.1,6.5,10.9,0,24.6,1.7,3,0
0.276,35.4,6.4,3.7,2,62.0,13.8,0,1
0.314,76.4,7.2,-13.8,2,97.6,3.4,0,1
0.257,46.7,4.4,4.5,2,98.4,1.1,2,0
0.24,40.3,3.7,19.4,2,85.6,8.3,0,1
0.221,27.1,1.1,28.8,2,27.5,6.3,0,1
0.239,103.9,0.9,25.3,2,33.6,1.0,0,2
0.319,67.0,9.4,16.5,2,64.7,15.0,2,1
0.251,88.9,-0.1,9.0,2,93.6,13.2,2,1
0.256,100.0,8.8,13.9,0,67.1,0.8,0,0
0.299,94.7,8.8,37.9,0,22.0,3.8,0,2
0.292,71.8,7.4,38.1,2,86.0,8.6,0,2
0.232,62.7,-7.2,29.2,0,28.3,9.8,0,2
0.209,61.4,-5.0,-5.8,0,53.9,1.4,0,1
0.207,90.4,-1.7,36.4,0,91.1,8.3,0,1
0.309,74.4,9.0,20.6,0,57.0,14.8,2,0
0.297,113.4,9.5,11.3,1,95.0,5.3,1,1
0.168,116.2,-7.2,15.9,0,53.5,3.9,0,0
0.245,38.8,-1.5,11.2,0,39.6,10.2,0,2
0.277,35.0,9.0,11.3,0,78.5,1.6,1,1
0.221,89.3,-3.0,8.7,1,22.8,12.1,0,1
0.264,53.1,11.5,34.3,2,20.7,2.7,1,0
0.286,22.0,1.8,10.1,0,26.2,6.2,1,2
0.364,117.8,10.7,-2.9,1,86.2,1.8,3,0
0.199,45.0,0.6,-2.4,1,47.8,1.5,0,0
0.246,122.2,-1.5,-7.8,1,21.0,6.9,1,1
0.226,98.9,-0.8,15.5,0,80.8,8.0,2,1
0.291,103.9,9.7,2.9,2,50.4,3.5,1,0
0.2,42.2,-1.4,16.8,0,99.1,4.7,0,1
0.279,45.8,5.4,36.2,0,43.7,6.5,2,0
0.2,77.3,1.4,37.6,0,98.3,12.8,0,0
0.335,38.9,10.8,1.8,0,97.9,14.7,1,1
0.256,53.6,-4.8,-2.9,2,47.7,12.5,2,1
0.267,55.4,0.6,-12.0,2,92.3,9.8,0,2
0.191,37.6,-5.5,0.0,1,22.7,12.7,0,1
0.203,42.6,3.6,12.8,1,25.4,10.2,0,0
0.206,106.7,0.1,18.1,1,76.9,0.3,1,1
0.228,38.4,-6.8,-9.6,0,70.6,11.0,0,0
0.266,23.1,9.0,-1.5,1,30.8,8.4,0,0
0.255,89.2,-0.5,-12.7,1,29.5,12.3,1,1
0.292,127.4,1.9,27.7,2,49.1,7.6,1,2
0.296,56.4,0.2,-0.1,0,33.3,13.4,3,0
0.166,33.1,1.8,16.3,2,51.1,0.1,1,0
0.2,82.7,-7.7,10.3,0,24.2,8.8,0,1
0.423,119.7,8.3,11.3,0,72.6,13.1,3,2
0.215,106.2,-1.4,21.6,0,71.6,14.9,0,0
0.294,88.5,6.5,7.6,0,76.1,10.1,0,1
0.206,54.7,-6.7,-1.3,0,68.8,1.1,0,0
0.253,79.6,2.5,7.5,2,54.1,0.7,1,2
0.257,30.0,10.2,30.3,1,47.3,2.5,1,0
0.221,94.7,-0.0,15.9,0,92.4,7.0,2,0
0.261,99.8,-4.1,38.7,2,57.8,9.4,2,2
0.242,126.2,-6.0,28.2,2,95.4,4.3,0,2
0.326,48.6,9.2,30.4,0,43.8,9.7,0,2
0.284,22.0,-3.2,28.0,2,74.4,11.9,2,2
0.323,80.0,11.5,9.3,2,32.0,4.7,0,2
0.217,97.7,-3.0,29.2,0,93.3,7.8,2,0
0.224,106.9,1.6,19.7,2,93.6,11.4,0,1
0.215,41.3,1.2,-2.6,1,22.7,14.8,0,0
0.269,48.8,-6.8,-9.8,0,39.7,3.5,1,2
0.217,76.4,2.6,12.4,2,77.9,6.5,0,1
0.229,56.4,5.5,17.1,0,97.5,0.3,2,0
0.272,114.7,6.8,4.2,2,44.8,9.7,0,0
0.207,72.1,2.5,19.6,1,61.3,0.6,0,1
0.367,108.0,8.3,-6.7,0,64.3,11.7,1,2
0.241,83.9,7.0,29.3,0,41.5,5.3,0,0
0.226,105.0,-4.1,7.0,0,88.3,4.8,2,0
0.19,56.6,0.0,24.9,2,97.2,8.8,0,1
0.194,111.5,-5.1,31.9,2,76.5,3.2,0,0
0.209,50.2,-5.3,-1.9,2,35.7,8.5,0,1
0.229,80.1,6.2,15.0,0,65.4,5.5,1,0
0.261,43.5,2.6,-8.1,1,68.6,1.5,0,2
0.271,72.3,4.0,-12.7,0,27.6,10.0,0,0
0.341,55.0,6.6,-12.8,0,84.1,11.1,1,2
0.257,49.3,-2.5,37.3,0,67.7,13.6,2,1
0.334,126.4,0.0,-12.5,2,62.6,9.8,2,2
0.262,37.6,4.1,18.2,0,50.6,12.1,0,1
0.351,106.6,-6.1,-11.8,0,94.9,6.2,3,2
0.313,128.3,8.7,24.3,0,21.1,14.8,0,0
0.178,22.2,-1.1,11.9,0,34.6,4.6,0,0
0.306,96.9,5.2,-3.5,0,84.8,9.3,1,1
0.34,47.8,11.9,18.2,0,33.5,5.2,3,0
0.275,24.5,1.5,3.4,0,23.2,12.5,0,2
0.249,64.3,-3.7,-6.7,0,24.9,12.6,0,1
0.207,122.9,-3.7,25.7,1,79.4,4.6,0,0
0.189,21.3,-6.8,6.0,1,51.0,8.6,0,1
0.253,84.7,7.3,10.8,0,79.8,0.9,0,0
0.239,75.2,-2.1,-12.9,1,67.8,2.5,2,1
0.248,116.1,-4.5,16.0,0,91.8,14.2,0,2
0.234,29.2,6.3,13.3,0,98.8,10.0,0,0
0.169,95.0,-1.8,26.2,2,57.2,0.9,0,0
0.278,94.8,4.0,11.3,1,91.6,14.0,2,1
0.214,93.6,0.4,31.4,1,23.8,13.0,2,0
0.232,123.7,-1.3,4.1,0,21.4,4.1,0,1
0.228,110.5,1.8,26.1,2,59.7,1.9,0,1
0.224,24.6,-1.7,-1.7,2,95.1,6.6,0,0
0.241,71.8,9.4,32.5,1,66.3,14.6,0,0
0.194,63.8,-6.5,4.4,2,32.6,3.3,1,0
0.187,54.1,-7.4,25.5,2,77.5,0.8,2,1
0.225,69.6,0.1,29.2,0,78.8,8.8,1,1
0.201,62.3,-4.5,-6.0,1,50.8,9.7,1,1
0.313,67.6,6.9,29.1,0,75.7,1.8,2,2
0.237,127.7,-0.9,0.9,0,87.9,8.1,0,0
0.176,29.7,-2.8,17.7,1,25.0,0.8,1,1
0.233,121.4,-0.8,13.7,0,44.0,10.5,0,0
0.242,72.8,-3.6,17.2,0,63.5,9.1,3,0
0.228,88.6,-2.0,28.4,0,89.7,2.9,1,1
0.276,111.3,3.4,30.7,0,81.5,12.5,0,1
0.359,59.7,9.3,-1.2,2,49.6,13.4,0,2
0.188,67.3,-0.6,-4.6,1,51.8,9.6,0,0
0.24,65.0,-1.6,-10.4,2,31.9,14.2,0,1
0.247,61.2,7.6,23.8,0,75.6,7.8,1,0
0.231,121.8,-7.6,11.2,0,41.9,0.9,2,1
0.255,111.2,-2.0,-6.8,0,27.9,5.8,1,1
0.204,32.0,1.0,11.6,2,83.9,14.1,0,0
0.229,31.9,4.0,39.2,0,27.5,7.8,0,0
0.23,67.1,-4.9,15.7,2,76.1,8.1,2,2
0.202,30.9,0.7,33.0,1,28.1,10.5,0,0
0.291,88.1,3.3,-10.1,2,41.2,9.9,2,0
0.236,35.8,2.2,34.6,2,71.3,10.7,1,1
0.234,77.5,3.5,15.7,1,66.5,12.8,1,1
0.33,20.8,5.2,14.7,0,59.8,9.7,2,2
0.261,54.8,-0.4,-7.4,0,82.0,4.0,2,1
0.22,94.5,-6.7,10.1,1,79.9,11.5,2,1
0.184,73.2,-6.9,11.6,2,96.8,6.9,2,0
0.305,127.6,9.2,-7.3,1,32.7,5.9,0,0
0.281,116.2,5.5,3.5,1,86.4,14.1,0,1
0.328,59.5,7.3,33.3,2,35.6,11.8,2,2
0.433,25.0,10.6,-13.2,0,26.7,3.2,3,2
0.294,113.0,7.0,13.8,1,20.8,11.0,2,1
0.26,120.2,5.8,28.0,2,71.3,14.7,0,0
0.272,110.3,5.1,38.2,0,81.6,12.0,1,0
0.243,34.1,-2.8,21.2,1,34.6,8.5,2,2
0.43,129.8,11.1,-12.8,2,87.7,13.5,2,1
0.269,48.4,2.8,24.6,2,32.7,2.9,2,2
0.234,99.7,-3.6,25.1,0,36.5,1.7,3,0
0.226,119.9,-3.8,14.5,0,46.6,2.5,0,1
0.258,45.9,8.3,5.8,2,100.0,0.7,0,1
0.238,119.9,-3.0,9.2,0,67.1,13.7,0,0
0.154,54.0,-7.2,37.0,2,45.9,0.8,0,0
0.226,127.4,0.6,33.8,0,52.5,6.8,0,0
0.296,50.9,8.3,0.6,2,77.5,6.6,2,0
0.26,124.9,0.3,-10.9,1,34.5,2.8,0,1
0.278,25.9,8.1,26.0,1,36.3,7.2,2,0
0.293,98.0,8.5,14.3,0,42.6,4.0,0,1
0.318,78.5,9.2,20.2,2,66.1,8.3,1,2
0.229,72.6,3.8,36.9,0,42.8,4.5,1,0
0.262,44.6,6.0,36.9,0,67.4,6.0,1,1
0.206,97.6,-2.8,30.7,1,71.1,14.7,0,1
0.204,41.0,-6.0,-0.4,0,61.3,3.2,2,0
0.221,80.8,2.7,29.1,1,84.5,14.1,1,1
0.146,47.9,-7.8,31.6,1,68.7,5.1,0,0
0.319,125.1,1.3,-15.0,1,38.9,10.0,0,2
0.197,23.1,-6.0,7.5,2,98.6,6.3,0,1
0.221,42.0,-5.8,2.2,0,59.5,2.5,0,2
0.281,46.7,9.4,31.4,1,22.7,10.1,1,1
0.28,65.5,4.8,-9.1,1,34.9,9.2,0,1
0.237,45.6,4.9,19.2,0,74.7,0.7,1,0
0.196,74.0,0.1,13.0,0,29.5,5.5,0,1
0.24,116.0,0.3,35.9,1,52.2,15.0,0,1
0.23,98.3,-1.9,11.1,0,37.2,1.5,0,2
0.269,83.8,0.7,-10.8,0,60.0,7.7,1,1
0.225,29.8,3.7,33.9,1,22.1,1.9,0,2
0.165,96.3,-4.3,18.1,1,30.7,5.8,1,0
0.146,38.3,-2.8,21.8,1,90.2,1.8,0,0
0.265,106.5,1.9,24.6,0,30.7,13.0,0,2
0.192,47.5,-0.3,30.5,2,49.5,0.6,2,0
0.302,65.9,8.4,25.6,0,35.9,4.6,3,0
0.293,58.6,8.4,-0.9,1,20.7,3.8,0,2
0.199,114.5,-1.3,37.7,1,24.3,6.9,0,0
0.24,33.9,1.0,-7.0,0,83.3,12.4,1,0
0.271,82.2,11.5,7.8,1,77.4,8.5,0,0
0.326,35.6,8.5,14.3,0,55.6,14.4,0,2
0.28,97.5,-3.7,-12.0,1,91.7,14.1,2,2
0.237,119.6,-2.4,-8.1,1,32.1,5.3,0,1
0.18,67.8,-6.3,-4.6,0,25.5,5.0,0,0
0.253,73.7,5.6,32.9,2,82.6,14.2,0,0
0.215,122.0,-1.7,18.1,2,21.6,13.1,0,0
0.273,77.3,2.7,-9.5,0,31.3,12.3,2,0
0.3,73.6,7.4,25.3,0,48.5,4.3,2,1
0.26,83.6,8.7,10.1,2,35.2,2.1,0,1
0.221,95.8,-1.5,-6.2,2,71.6,4.7,0,1
0.231,31.8,-3.3,15.9,0,57.8,4.9,2,0
0.266,110.3,9.0,6.2,2,82.0,5.1,0,0
0.203,67.9,-0.4,20.7,2,58.5,12.3,0,1
0.336,28.0,8.4,38.9,0,35.0,4.9,2,2
0.189,106.5,-5.0,25.0,1,36.0,4.2,0,1
